userId,sectionId,rating
1,58,4
1,58,5
1,58,2
1,58,2
1,58,4
1,58,4
1,58,3
1,59,3
1,59,1
1,59,4
1,59,2
1,59,8
1,59,8
1,59,0
1,59,0
1,59,8
1,59,2
1,60,9
1,60,0
1,60,2
1,60,5
1,60,7
1,60,8
1,60,3
1,60,3
1,60,8
1,60,9
1,61,7
1,61,2
1,61,9
1,61,9
1,61,1
1,61,1
1,61,4
1,61,3
1,61,1
1,61,6
1,62,3
1,62,3
1,62,8
1,62,5
1,62,4
1,62,1
1,62,6
1,62,8
1,62,5
1,62,7
1,63,0
1,63,9
1,63,7
1,63,6
1,63,8
1,63,0
1,63,0
1,63,7
1,63,1
1,63,6
1,64,2
1,64,2
1,64,7
1,64,4
1,64,0
1,64,3
1,64,2
1,64,7
1,64,9
1,64,2
1,65,7
1,65,0
1,65,2
1,65,0
1,65,0
1,65,8
1,65,5
1,65,9
1,65,4
1,65,8
1,66,6
1,66,7
1,66,4
1,66,5
1,66,6
1,66,2
1,66,0
1,66,6
1,66,5
1,66,1
1,67,2
1,67,4
1,67,0
1,67,9
1,67,5
1,67,6
1,67,2
1,67,3
1,67,1
1,67,1
1,68,6
1,68,5
1,68,1
1,68,6
1,68,0
1,68,0
1,68,6
1,68,6
1,68,5
1,68,8
1,69,5
1,69,3
1,69,5
1,69,1
1,69,1
1,69,6
1,69,4
1,69,4
1,69,4
1,69,4
1,70,9
1,70,8
1,70,4
1,70,2
1,70,4
1,70,9
1,70,7
1,70,7
1,70,1
1,70,9
1,71,0
1,71,8
1,71,6
1,71,7
1,71,7
1,71,3
1,71,5
1,71,7
1,71,2
1,71,2
1,72,1
1,72,5
1,72,1
1,72,8
1,72,0
1,72,4
1,72,0
1,72,9
1,72,3
1,72,5
1,73,1
1,73,9
1,73,7
1,73,3
1,73,0
1,73,3
1,73,6
1,73,3
1,73,8
1,73,1
1,74,2
1,74,0
1,74,3
1,74,1
1,74,6
1,74,1
1,74,6
1,74,8
1,74,8
1,74,0
1,75,2
1,75,8
1,75,1
1,75,2
1,75,7
1,75,0
1,75,7
1,75,9
1,75,9
1,75,7
1,76,4
1,76,2
1,76,6
1,76,9
1,76,5
1,76,7
1,76,3
1,76,4
1,76,4
1,76,7
1,77,9
1,77,4
1,77,9
1,77,9
1,77,0
1,77,1
1,77,9
1,77,7
1,77,4
1,77,4
1,78,9
1,78,8
1,78,6
1,78,2
1,78,2
1,78,1
1,78,8
1,78,4
1,78,9
1,78,2
1,79,8
1,79,7
1,79,7
1,79,8
1,79,6
1,79,6
1,79,2
1,79,4
1,79,0
1,79,5
1,80,4
1,80,1
1,80,7
1,80,8
1,80,8
1,80,5
1,80,7
1,80,5
1,80,9
1,80,5
1,81,2
1,81,6
1,81,6
1,81,7
1,81,1
1,81,7
1,81,8
1,81,4
1,81,1
1,81,6
1,82,9
1,82,8
1,82,6
1,82,7
1,82,1
1,82,6
1,82,6
1,82,0
1,82,8
1,82,8
1,83,9
1,83,3
1,83,9
1,83,8
1,83,2
1,83,4
1,83,5
1,83,3
1,83,6
1,83,3
1,84,3
1,84,6
1,84,3
1,84,4
1,84,7
1,84,0
1,84,4
1,84,3
1,84,4
1,84,9
1,85,9
1,85,1
1,85,0
1,85,9
1,85,9
1,85,2
1,85,2
1,85,3
1,85,3
1,85,8
1,86,5
1,86,3
1,86,6
1,86,8
1,86,6
1,86,9
1,86,0
1,86,8
1,86,1
1,86,6
1,87,5
1,87,7
1,87,9
1,87,9
1,87,6
1,87,5
1,87,8
1,87,7
1,87,3
1,87,3
1,88,1
1,88,4
1,88,2
1,88,1
1,88,0
1,88,6
1,88,7
1,88,1
1,88,7
1,88,3
1,89,4
1,89,3
1,89,0
1,89,2
1,89,0
1,89,8
1,89,3
1,89,7
1,89,2
1,89,0
1,90,2
1,90,0
1,90,1
1,90,9
1,90,7
1,90,4
1,90,8
1,90,1
1,90,7
1,90,8
1,91,1
1,91,9
1,91,2
1,91,4
1,91,2
1,91,0
1,91,0
1,91,9
1,91,2
1,91,5
1,92,0
1,92,3
1,92,7
1,92,4
1,92,3
1,92,7
1,92,7
1,92,2
1,92,5
1,92,5
1,93,2
1,93,4
1,93,7
1,93,1
1,93,2
1,93,2
1,93,8
1,93,9
1,93,2
1,93,4
1,94,3
1,94,0
1,94,0
1,94,4
1,94,3
1,94,5
1,94,0
1,94,7
1,94,6
1,94,9
1,95,1
1,95,1
1,95,2
1,95,2
1,95,1
1,95,4
1,95,1
1,95,2
1,95,4
1,95,0
2,1,3
2,1,7
2,1,8
2,1,1
2,1,1
2,1,9
2,1,1
2,1,0
2,1,1
2,1,3
2,2,3
2,2,1
2,2,1
2,2,7
2,2,4
2,2,2
2,2,1
2,2,1
2,2,3
2,2,6
2,3,5
2,3,0
2,3,1
2,3,5
2,3,5
2,3,9
2,3,1
2,3,9
2,3,6
2,3,5
2,4,2
2,4,9
2,4,6
2,4,5
2,4,7
2,4,4
2,4,6
2,4,2
2,4,6
2,4,2
2,5,9
2,5,8
2,5,9
2,5,1
2,5,6
2,5,1
2,5,1
2,5,9
2,5,8
2,5,9
2,6,2
2,6,3
2,6,5
2,6,0
2,6,7
2,6,0
2,6,3
2,6,9
2,6,5
2,6,4
2,7,6
2,7,7
2,7,9
2,7,1
2,7,0
2,7,2
2,7,8
2,7,0
2,7,0
2,7,6
2,8,7
2,8,5
2,8,2
2,8,3
2,8,4
2,8,5
2,8,1
2,8,4
2,8,2
2,8,9
2,9,4
2,9,1
2,9,0
2,9,4
2,9,5
2,9,9
2,9,1
2,9,6
2,9,7
2,9,9
2,10,7
2,10,5
2,10,4
2,10,1
2,10,0
2,10,5
2,10,2
2,10,1
2,10,8
2,10,5
2,11,0
2,11,5
2,11,7
2,11,2
2,11,9
2,11,1
2,11,6
2,11,1
2,11,3
2,11,1
2,12,8
2,12,5
2,12,5
2,12,5
2,12,6
2,12,1
2,12,3
2,12,9
2,12,5
2,12,7
2,13,7
2,13,4
2,13,3
2,13,8
2,13,2
2,13,4
2,13,0
2,13,5
2,13,4
2,13,0
2,14,8
2,14,0
2,14,8
2,14,3
2,14,2
2,14,7
2,14,6
2,14,2
2,14,2
2,14,9
2,15,2
2,15,2
2,15,2
2,15,8
2,15,2
2,15,7
2,15,6
2,15,0
2,15,8
2,15,3
2,16,5
2,16,1
2,16,3
2,16,2
2,16,0
2,16,2
2,16,2
2,16,4
2,16,0
2,16,5
2,17,1
2,17,2
2,17,5
2,17,1
2,17,9
2,17,8
2,17,1
2,17,3
2,17,3
2,17,2
2,18,9
2,18,6
2,18,5
2,18,1
2,18,4
2,18,5
2,18,0
2,18,1
2,18,9
2,18,0
2,19,8
2,19,2
2,19,1
2,19,6
2,19,1
2,19,2
2,19,4
2,19,4
2,19,6
2,19,9
2,20,3
2,20,4
2,20,6
2,20,9
2,20,5
2,20,3
2,20,3
2,20,6
2,20,6
2,20,5
2,21,6
2,21,6
2,21,1
2,21,4
2,21,1
2,21,8
2,21,2
2,21,6
2,21,5
2,21,7
2,22,0
2,22,2
2,22,9
2,22,9
2,22,5
2,22,6
2,22,1
2,22,0
2,22,5
2,22,6
2,23,4
2,23,0
2,23,8
2,23,6
2,23,5
2,23,6
2,23,4
2,23,4
2,23,2
2,23,5
2,24,4
2,24,8
2,24,0
2,24,9
2,24,5
2,24,6
2,24,0
2,24,9
2,24,8
2,24,1
2,25,6
2,25,3
2,25,3
2,25,0
2,25,7
2,25,6
2,25,9
2,25,0
2,25,5
2,25,3
2,26,1
2,26,4
2,26,6
2,26,4
2,26,0
2,26,2
2,26,6
2,26,9
2,26,4
2,26,5
2,27,0
2,27,2
2,27,2
2,27,8
2,27,3
2,27,4
2,27,4
2,27,9
2,27,8
2,27,7
2,28,2
2,28,0
2,28,7
2,28,0
2,28,3
2,28,7
2,28,6
2,28,3
2,28,5
2,28,8
2,29,3
2,29,4
2,29,8
2,29,2
2,29,4
2,29,0
2,29,1
2,29,7
2,29,3
2,29,8
2,30,2
2,30,8
2,30,5
2,30,9
2,30,8
2,30,8
2,30,3
2,30,9
2,30,0
2,30,1
2,31,2
2,31,0
2,31,4
2,31,0
2,31,4
2,31,7
2,31,1
2,31,0
2,31,7
2,31,4
2,32,4
2,32,6
2,32,6
2,32,5
2,32,9
2,32,4
2,32,5
2,32,2
2,32,4
2,32,9
2,33,4
2,33,0
2,33,6
2,33,4
2,33,7
2,33,7
2,33,6
2,33,1
2,33,3
2,33,3
2,34,6
2,34,3
2,34,5
2,34,7
2,34,9
2,34,7
2,34,6
2,34,3
2,34,3
2,34,2
2,35,6
2,35,6
2,35,5
2,35,2
2,35,3
2,35,7
2,35,7
2,35,4
2,35,7
2,35,1
2,36,8
2,36,4
2,36,6
2,36,3
2,36,1
2,36,7
2,36,9
2,36,5
2,36,6
2,36,1
2,37,1
2,37,1
2,37,6
2,37,4
2,37,3
2,37,4
2,37,5
2,37,2
2,37,0
2,37,9
2,38,8
2,38,3
2,38,9
2,38,4
2,38,8
2,38,9
2,38,6
2,38,9
2,38,5
2,38,3
2,39,8
2,39,7
2,39,4
2,39,5
2,39,7
2,39,1
2,39,9
2,39,0
2,39,9
2,39,6
2,40,3
2,40,5
2,40,4
2,40,0
2,40,0
2,40,2
2,40,8
2,40,6
2,40,8
2,40,4
2,41,8
2,41,4
2,41,4
2,41,7
2,41,6
2,41,3
2,41,6
2,41,9
2,41,8
2,41,6
2,42,5
2,42,2
2,42,2
2,42,2
2,42,1
2,42,9
2,42,5
2,42,5
2,42,0
2,42,4
2,43,9
2,43,9
2,43,5
2,43,4
2,43,3
2,43,5
2,43,1
2,43,3
2,43,7
2,43,5
2,44,2
2,44,6
2,44,1
2,44,7
2,44,2
2,44,3
2,44,4
2,44,0
2,44,2
2,44,7
2,45,0
2,45,4
2,45,2
2,45,4
2,45,0
2,45,6
2,45,9
2,45,0
2,45,7
2,45,9
2,46,3
2,46,4
2,46,9
2,46,3
2,46,1
2,46,9
2,46,5
2,46,3
2,46,5
2,46,5
2,47,5
2,47,0
2,47,0
2,47,6
2,47,6
2,47,7
2,47,4
2,47,9
2,47,2
2,47,7
2,48,1
2,48,7
2,48,3
2,48,8
2,48,1
2,48,8
2,48,6
2,48,9
2,48,9
2,48,2
2,49,0
2,49,9
2,49,8
2,49,8
2,49,2
2,49,2
2,49,1
2,49,8
2,49,8
2,49,5
2,50,1
2,50,1
2,50,2
2,50,8
2,50,1
2,50,5
2,50,5
2,50,8
2,50,3
2,50,3
2,51,3
2,51,5
2,51,1
2,51,1
2,51,5
2,51,5
2,51,5
2,51,1
2,51,3
2,51,1
2,52,9
2,52,1
2,52,9
2,52,1
2,52,6
2,52,1
2,52,3
2,52,1
2,52,6
2,52,8
2,53,2
2,53,8
2,53,6
2,53,2
2,53,8
2,53,9
2,53,0
2,53,3
2,53,4
2,53,9
2,54,8
2,54,4
2,54,2
2,54,0
2,54,9
2,54,2
2,54,9
2,54,6
2,54,4
2,54,8
2,55,1
2,55,0
2,55,8
2,55,5
2,55,7
2,55,1
2,55,8
2,55,0
2,55,9
2,55,6
2,56,9
2,56,4
2,56,7
2,56,6
2,56,4
2,56,6
2,56,2
2,56,2
2,56,0
2,56,9
2,57,6
2,57,3
2,57,9
2,57,9
2,57,7
2,57,9
2,57,8
2,57,5
2,57,5
2,57,3
2,58,0
2,58,4
2,58,2
2,58,3
2,58,9
2,58,4
2,58,6
2,58,7
2,58,4
2,58,7
2,59,8
2,59,0
2,59,4
2,59,3
2,59,2
2,59,5
2,59,9
2,59,0
2,59,8
2,59,2
2,60,8
2,60,4
2,60,7
2,60,3
2,60,3
2,60,4
2,60,6
2,60,7
2,60,3
2,60,8
2,61,8
2,61,0
2,61,7
2,61,3
2,61,8
2,61,7
2,61,2
2,61,9
2,61,1
2,61,7
2,62,8
2,62,0
2,62,3
2,62,2
2,62,2
2,62,6
2,62,7
2,62,1
2,62,2
2,62,1
2,63,1
2,63,6
2,63,3
2,63,9
2,63,4
2,63,8
2,63,2
2,63,7
2,63,2
2,63,0
2,64,1
2,64,7
2,64,0
2,64,1
2,64,5
2,64,1
2,64,4
2,64,3
2,64,6
2,64,5
2,65,0
2,65,7
2,65,1
2,65,8
2,65,9
2,65,7
2,65,0
2,65,5
2,65,2
2,65,4
2,66,5
2,66,6
2,66,8
2,66,3
2,66,1
2,66,6
2,66,8
2,66,9
2,66,3
2,66,3
2,67,4
2,67,9
2,67,1
2,67,7
2,67,9
2,67,6
2,67,9
2,67,4
2,67,9
2,67,4
2,68,7
2,68,3
2,68,3
2,68,6
2,68,3
2,68,6
2,68,5
2,68,2
2,68,0
2,68,8
2,69,8
2,69,4
2,69,8
2,69,4
2,69,1
2,69,2
2,69,5
2,69,4
2,69,7
2,69,5
2,70,7
2,70,7
2,70,5
2,70,6
2,70,4
2,70,2
2,70,9
2,70,5
2,70,3
2,70,2
2,71,8
2,71,1
2,71,0
2,71,4
2,71,2
2,71,7
2,71,2
2,71,1
2,71,4
2,71,2
2,72,0
2,72,3
2,72,3
2,72,8
2,72,0
2,72,4
2,72,3
2,72,5
2,72,2
2,72,4
2,73,0
2,73,2
2,73,6
2,73,3
2,73,6
2,73,6
2,73,1
2,73,7
2,73,1
2,73,1
2,74,5
2,74,3
2,74,8
2,74,8
2,74,4
2,74,1
2,74,4
2,74,4
2,74,5
2,74,6
2,75,2
2,75,8
2,75,3
2,75,6
2,75,1
2,75,3
2,75,3
2,75,9
2,75,7
2,75,2
2,76,3
2,76,8
2,76,4
2,76,5
2,76,1
2,76,4
2,76,7
2,76,7
2,76,0
2,76,2
2,77,3
2,77,9
2,77,5
2,77,6
2,77,3
2,77,5
2,77,9
2,77,7
2,77,3
2,77,4
2,78,1
2,78,9
2,78,4
2,78,5
2,78,9
2,78,8
2,78,6
2,78,5
2,78,6
2,78,4
2,79,2
2,79,7
2,79,1
2,79,1
2,79,0
2,79,4
2,79,5
2,79,8
2,79,0
2,79,2
2,80,7
2,80,0
2,80,8
2,80,3
2,80,6
2,80,6
2,80,1
2,80,7
2,80,7
2,80,8
2,81,5
2,81,2
2,81,9
2,81,7
2,81,9
2,81,8
2,81,8
2,81,8
2,81,8
2,81,4
2,82,6
2,82,5
2,82,6
2,82,0
2,82,7
2,82,8
2,82,9
2,82,2
2,82,6
2,82,0
2,83,7
2,83,2
2,83,6
2,83,9
2,83,4
2,83,3
2,83,2
2,83,9
2,83,8
2,83,0
2,84,1
2,84,5
2,84,1
2,84,4
2,84,0
2,84,7
2,84,7
2,84,2
2,84,5
2,84,0
2,85,5
2,85,9
2,85,9
2,85,1
2,85,0
2,85,5
2,85,5
2,85,8
2,85,4
2,85,1
2,86,3
2,86,2
2,86,7
2,86,3
2,86,9
2,86,9
2,86,6
2,86,8
2,86,8
2,86,0
2,87,1
2,87,4
2,87,3
2,87,5
2,87,3
2,87,3
2,87,9
2,87,6
2,87,2
2,87,3
2,88,5
2,88,0
2,88,8
2,88,5
2,88,5
2,88,2
2,88,9
2,88,3
2,88,4
2,88,1
2,89,3
2,89,9
2,89,7
2,89,4
2,89,2
2,89,8
2,89,8
2,89,3
2,89,8
2,89,5
2,90,0
2,90,0
2,90,9
2,90,5
2,90,3
2,90,8
2,90,2
2,90,0
2,90,5
2,90,8
2,91,3
2,91,7
2,91,4
2,91,0
2,91,3
2,91,9
2,91,4
2,91,0
2,91,0
2,91,8
2,92,5
2,92,3
2,92,0
2,92,4
2,92,9
2,92,5
2,92,2
2,92,3
2,92,0
2,92,3
2,93,4
2,93,4
2,93,8
2,93,5
2,93,0
2,93,6
2,93,3
2,93,1
2,93,3
2,93,1
2,94,6
2,94,3
2,94,2
2,94,0
2,94,0
2,94,8
2,94,3
2,94,9
2,94,0
2,94,8
2,95,2
2,95,7
2,95,4
2,95,8
2,95,0
2,95,8
2,95,0
2,95,9
2,95,1
2,95,9
3,1,0
3,1,9
3,1,2
3,1,1
3,1,6
3,1,2
3,1,5
3,1,1
3,1,6
3,1,3
3,2,7
3,2,4
3,2,7
3,2,8
3,2,8
3,2,7
3,2,0
3,2,2
3,2,2
3,2,7
3,3,9
3,3,5
3,3,1
3,3,4
3,3,8
3,3,7
3,3,3
3,3,3
3,3,7
3,3,7
3,4,8
3,4,1
3,4,3
3,4,7
3,4,4
3,4,7
3,4,1
3,4,9
3,4,7
3,4,1
3,5,4
3,5,6
3,5,1
3,5,1
3,5,9
3,5,2
3,5,2
3,5,0
3,5,7
3,5,7
3,6,4
3,6,5
3,6,9
3,6,4
3,6,8
3,6,0
3,6,3
3,6,8
3,6,3
3,6,2
3,7,4
3,7,2
3,7,9
3,7,4
3,7,0
3,7,5
3,7,2
3,7,7
3,7,8
3,7,8
3,8,9
3,8,9
3,8,8
3,8,4
3,8,3
3,8,1
3,8,3
3,8,4
3,8,3
3,8,2
3,9,9
3,9,0
3,9,5
3,9,8
3,9,1
3,9,3
3,9,9
3,9,5
3,9,6
3,9,1
3,10,7
3,10,6
3,10,9
3,10,5
3,10,4
3,10,3
3,10,2
3,10,0
3,10,7
3,10,9
3,11,2
3,11,8
3,11,3
3,11,3
3,11,2
3,11,1
3,11,9
3,11,0
3,11,6
3,11,4
3,12,1
3,12,1
3,12,8
3,12,1
3,12,0
3,12,0
3,12,8
3,12,4
3,12,6
3,12,8
3,13,7
3,13,0
3,13,5
3,13,6
3,13,4
3,13,2
3,13,8
3,13,3
3,13,5
3,13,0
3,14,0
3,14,1
3,14,2
3,14,8
3,14,6
3,14,5
3,14,6
3,14,1
3,14,5
3,14,1
3,15,6
3,15,9
3,15,0
3,15,4
3,15,0
3,15,0
3,15,0
3,15,6
3,15,8
3,15,4
3,16,9
3,16,4
3,16,6
3,16,7
3,16,9
3,16,5
3,16,4
3,16,8
3,16,1
3,16,3
3,17,8
3,17,3
3,17,8
3,17,9
3,17,4
3,17,0
3,17,1
3,17,6
3,17,2
3,17,0
3,18,6
3,18,4
3,18,1
3,18,1
3,18,0
3,18,9
3,18,9
3,18,1
3,18,1
3,18,4
3,19,8
3,19,8
3,19,0
3,19,5
3,19,2
3,19,0
3,19,2
3,19,1
3,19,1
3,19,3
3,20,4
3,20,3
3,20,9
3,20,6
3,20,8
3,20,5
3,20,2
3,20,2
3,20,9
3,20,4
3,21,0
3,21,5
3,21,5
3,21,3
3,21,4
3,21,7
3,21,1
3,21,3
3,21,2
3,21,8
3,22,4
3,22,1
3,22,6
3,22,0
3,22,8
3,22,5
3,22,8
3,22,9
3,22,1
3,22,0
3,23,7
3,23,2
3,23,4
3,23,0
3,23,4
3,23,8
3,23,9
3,23,2
3,23,3
3,23,5
3,24,2
3,24,9
3,24,8
3,24,0
3,24,8
3,24,5
3,24,6
3,24,9
3,24,7
3,24,4
3,25,7
3,25,1
3,25,1
3,25,3
3,25,4
3,25,5
3,25,5
3,25,4
3,25,8
3,25,2
3,26,4
3,26,4
3,26,5
3,26,4
3,26,3
3,26,5
3,26,4
3,26,2
3,26,9
3,26,2
3,27,0
3,27,2
3,27,2
3,27,6
3,27,2
3,27,9
3,27,6
3,27,8
3,27,8
3,27,4
3,28,6
3,28,8
3,28,8
3,28,4
3,28,7
3,28,1
3,28,2
3,28,2
3,28,2
3,28,0
3,29,4
3,29,0
3,29,0
3,29,0
3,29,9
3,29,0
3,29,9
3,29,7
3,29,9
3,29,9
3,30,6
3,30,1
3,30,8
3,30,2
3,30,8
3,30,1
3,30,9
3,30,5
3,30,9
3,30,3
3,31,9
3,31,1
3,31,8
3,31,6
3,31,1
3,31,7
3,31,6
3,31,1
3,31,6
3,31,4
3,32,8
3,32,7
3,32,9
3,32,6
3,32,9
3,32,1
3,32,7
3,32,7
3,32,8
3,32,1
3,33,5
3,33,4
3,33,3
3,33,8
3,33,5
3,33,8
3,33,4
3,33,8
3,33,7
3,33,4
3,34,9
3,34,9
3,34,5
3,34,8
3,34,4
3,34,7
3,34,2
3,34,6
3,34,8
3,34,7
3,35,5
3,35,9
3,35,1
3,35,0
3,35,8
3,35,7
3,35,4
3,35,5
3,35,5
3,35,5
3,36,2
3,36,0
3,36,7
3,36,5
3,36,7
3,36,0
3,36,9
3,36,9
3,36,9
3,36,6
3,37,4
3,37,3
3,37,5
3,37,6
3,37,4
3,37,2
3,37,0
3,37,5
3,37,8
3,37,7
3,38,1
3,38,8
3,38,8
3,38,3
3,38,3
3,38,5
3,38,9
3,38,2
3,38,6
3,38,1
3,39,1
3,39,3
3,39,6
3,39,0
3,39,6
3,39,9
3,39,5
3,39,7
3,39,6
3,39,3
3,40,6
3,40,7
3,40,7
3,40,1
3,40,7
3,40,4
3,40,7
3,40,5
3,40,6
3,40,2
3,41,7
3,41,8
3,41,7
3,41,0
3,41,7
3,41,9
3,41,2
3,41,9
3,41,1
3,41,9
3,42,9
3,42,2
3,42,0
3,42,9
3,42,4
3,42,9
3,42,3
3,42,4
3,42,9
3,42,9
3,43,2
3,43,2
3,43,7
3,43,1
3,43,1
3,43,7
3,43,3
3,43,3
3,43,9
